ID,time,t,mood,mood_3dayavg,circumplex.arousal_3dayavg,circumplex.valence_3dayavg,activity_3dayavg,screen_3dayavg,call_3dayavg,sms_3dayavg,appCat.builtin_3dayavg,appCat.communication_3dayavg,appCat.other_3dayavg,appCat.professional_3dayavg,appCat.recreation_3dayavg,appCat.convenience_3dayavg,weekend
AS14.31,2014-04-11,54.0,0.8888888888888884,0.4716981132075464,0.590909090909091,0.3076923076923076,0.5517491438626317,0.5833027029442193,0.10714285714285714,0.42857142857142855,0.2151481452746096,0.6335116655861793,0.17571256352204914,0.18947629020875542,0.567378289467574,0.18591337370373706,0.0
AS14.31,2014-04-12,55.0,0.44444444444444464,0.7735849056603756,0.5909090909090908,0.5384615384615383,0.6975486401683941,0.8810355315319495,0.4285714285714286,0.7142857142857143,0.43861270868796653,1.0,0.10036483760686865,0.4371495132075185,0.5253604088069591,0.4515412448677817,1.0
AS14.31,2014-04-13,56.0,0.33333333333333304,0.7735849056603756,0.6818181818181819,0.6153846153846154,0.6798847981208874,0.9999999999999999,0.5714285714285715,0.7142857142857143,0.4152707790538498,0.9335158108434274,0.07218138211633046,0.4513046266153694,0.35956919979121277,0.43123236413792043,1.0
AS14.31,2014-04-14,57.0,0.0,0.6226415094339623,0.45454545454545453,0.7692307692307692,0.8189477332796301,0.8556750551844013,0.6785714285714287,0.42857142857142855,0.38663313910423835,0.5954646683887128,0.07251408423854336,0.39703086939695403,0.37196232169957305,0.3691566951256313,0.0
AS14.31,2014-04-15,58.0,0.44444444444444464,0.018867924528302105,0.13636363636363635,0.3076923076923076,0.653227801013912,0.668838286196864,0.3214285714285715,0.42857142857142855,0.17267689336895634,0.2916030097638182,0.1254527562986458,0.08156145423088304,0.450959325490808,0.07234635895110496,0.0
AS14.31,2014-04-16,59.0,0.30555555555555536,0.018867924528302105,0.0,0.28846153846153844,0.6215573071342217,0.5021652655968544,0.1785714285714286,0.42857142857142855,0.16837993660090017,0.2617662884570586,0.12864451799496365,0.07681684006040324,0.4542501397797332,0.12278135683937129,0.0
AS14.31,2014-04-17,60.0,0.44444444444444464,0.0,0.13636363636363635,0.09615384615384615,0.43854037375151345,0.39977146327599816,0.10714285714285714,0.2857142857142857,0.17702287712373826,0.4065799211657726,0.1945445021995559,0.2912066231095529,0.3224882835791786,0.1030619015351678,0.0
AS14.31,2014-04-18,61.0,0.33333333333333304,0.3018867924528301,0.45454545454545453,0.4807692307692307,0.5045093033249943,0.2989023711180287,0.1428571428571429,0.0,0.14532708493450203,0.4319745912699592,0.1343344958995485,0.3565887722812848,0.19597211463981412,0.13783928440289886,0.0
AS14.31,2014-04-19,62.0,0.8888888888888884,0.22641509433962348,0.5,0.4999999999999999,0.4231933427820075,0.5335275334883955,0.25,0.0,0.9842059274908992,0.6081066525399317,0.19056887070097117,0.30980471388136377,1.0,0.08998294257976563,1.0
AS14.31,2014-04-20,63.0,1.0,0.6226415094339623,0.6818181818181819,0.7692307692307692,0.7255994660632228,0.468154849671732,0.28571428571428575,0.0,0.9516663759972008,0.5484012922536455,0.11670446065944921,0.0818355832783178,0.9590739801652096,0.06937774569467697,1.0
