,ID,time,mood,circumplex.arousal,circumplex.valence,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.other,t,appCat.professional,appCat.recreation,appCat.convenience,weekend
22,AS14.01,2014-04-12,0.625,0.2439024390243903,0.75,0.30437850268078,0.48529408329164425,0.0,0.0,0.0,0.42208716382699923,0.046382078848851246,23.0,0.0,0.24338565983130284,0.1676266041101049,1
23,AS14.01,2014-04-13,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.009757790805307014,0.016944792627414038,0.06118501524577595,24.0,0.06108277337270478,0.0,0.0,1
24,AS14.01,2014-04-14,0.6000000000000001,0.024390243902439046,0.6,0.3652160772996748,0.795772832291844,0.1,0.25,0.04436604682694945,0.41407028933003903,0.11082108696627596,25.0,0.0662043192939234,1.0,0.4760767581018611,0
25,AS14.01,2014-04-15,0.20000000000000018,0.6097560975609757,0.8,0.3977556745433908,0.5766460546283788,0.8,0.25,0.0870924342507349,0.39476086541481925,0.07699263169599747,26.0,0.009667195868372567,0.5715453454073371,0.13514130801305843,0
26,AS14.01,2014-04-16,0.6000000000000001,0.9756097560975612,0.5,0.5336580663672419,0.5237222735631148,0.0,0.25,0.04181043975719044,0.31744926351288677,0.009073333840550441,27.0,0.0,0.23088201946910075,0.10485931104927783,0
27,AS14.01,2014-04-17,0.2999999999999998,0.41463414634146345,0.6,0.2242364645291665,0.6480208112438011,0.2,0.0,0.01681088399988586,0.809542732581209,0.021733277929617784,28.0,0.0,0.2207514516242614,0.023317076693850695,0
28,AS14.01,2014-04-18,0.3999999999999999,0.21951219512195125,0.8,0.41825146910868477,0.5719403485669659,0.1,0.0,0.10489862381690096,0.32972823650940314,0.01590613362049625,29.0,0.08832109647035806,0.27902970546788297,0.07154578458412847,0
29,AS14.01,2014-04-19,0.8999999999999999,0.5121951219512196,1.0,0.44647359897354494,0.5621059935167951,0.1,0.0,0.04333008632308668,0.13715959378536202,0.0,30.0,0.07087819318382277,0.06863883979227837,0.20386191720791633,1
30,AS14.01,2014-04-20,0.625,0.4878048780487806,0.75,0.3015025972614458,0.31561441977930604,0.2,0.5,0.040024920669024154,0.30342756219416506,0.0026531356747255645,31.0,0.007860942987039751,0.30115075316889806,0.05676379535862704,1
31,AS14.01,2014-04-21,0.7999999999999998,0.4878048780487806,1.0,0.460112603915198,0.09099471348437382,0.2,0.0,0.21133742359698734,0.08381793009619092,0.025913917452365483,32.0,0.024656055950109775,0.024704258827871327,0.13092230439388872,0
32,AS14.01,2014-04-22,0.7000000000000002,0.7073170731707318,1.0,0.40725591051589893,0.6715154784691943,0.2,0.0,0.12859533690558325,0.7732582314273365,0.03089927643527812,33.0,0.028500550695892843,0.2515453498998781,0.19848217170819463,0
33,AS14.01,2014-04-23,0.7999999999999998,0.7073170731707318,1.0,0.16708986715030819,0.6239609253007222,0.1,0.0,0.05575891998946746,0.5940233651302101,0.010647657729891288,34.0,0.013379019598251414,0.06627969415229513,0.11581343149535914,0
34,AS14.01,2014-04-24,0.7999999999999998,0.41463414634146345,1.0,0.1927944594558439,1.0,0.1,0.0,0.078336478033141,0.6502938675725427,0.00043991330489015837,35.0,0.1556008662898514,0.7715509161582887,0.35989142021810694,0
35,AS14.01,2014-04-25,0.6000000000000001,0.5121951219512196,0.8,0.49680883812368853,0.5960038697749496,0.2,0.25,0.034675632830450616,0.4724923255037176,0.036446475914014995,36.0,0.015617379754847685,0.29141227184770463,0.1928895062837172,0
36,AS14.01,2014-04-26,0.7999999999999998,0.5121951219512196,1.0,1.0000000000000002,0.6711045869747216,0.30000000000000004,1.0,0.03783285220503228,0.1253402689759801,0.01743168663346346,37.0,0.020209723970169045,0.24821727546026928,0.36887485889365124,1
37,AS14.01,2014-04-27,0.75,0.6097560975609757,1.0,0.07275303011773174,0.183997870228944,0.0,0.0,0.06656020996255979,0.11529263076670394,1.0,38.0,0.0,0.1408183635312586,0.02829771458130985,1
38,AS14.01,2014-04-28,0.7999999999999998,0.21951219512195125,0.8,0.029555574756442687,0.43833467782594837,0.2,0.0,0.0679526415747623,0.2822539767710402,0.040091611214180214,39.0,0.34483568805857107,0.4142658620675326,0.1783054294111826,0
39,AS14.01,2014-04-29,0.5,0.4878048780487806,1.0,0.46386162650909674,0.29219763804424337,0.0,0.0,0.33570390658949256,0.218683777742196,0.008769003571978979,40.0,0.0,0.22725844813928497,0.21217798792547052,0
40,AS14.01,2014-04-30,0.8999999999999999,0.41463414634146345,0.75,0.7163086044338147,0.3570515150927206,0.1,0.0,0.03651654763654812,0.19775519556085075,0.15050789990655503,41.0,0.2779583783599492,0.034832243461583784,0.1806034638413662,0
41,AS14.01,2014-05-01,1.0,0.41463414634146345,1.0,0.12045943409522958,0.6728442151830236,0.7000000000000001,1.0,0.1059227378488854,0.5397128149369306,0.012629706145715677,42.0,1.0,0.5734632111987371,0.1264242537367681,0
42,AS14.01,2014-05-02,0.7999999999999998,0.5121951219512196,1.0,0.3309961027823525,0.651508682974292,0.625,0.0,0.033182910064277885,0.5201499876687842,0.000937376243901205,43.0,0.7928746029134262,0.09437256441096555,0.005197778691780587,0
43,AS14.01,2014-05-03,1.0,0.5121951219512196,1.0,0.30172207045584204,0.3077719746512867,0.55,0.25,0.03034386269292922,0.27064148627734996,0.038225637484125066,44.0,0.2196209314839439,0.3014110959250743,0.12626808119283933,1
44,AS14.01,2014-05-04,1.0,0.36585365853658547,1.0,0.5496407618277153,0.19339160380299344,0.47500000000000003,0.25,0.09800209251771455,0.18530763085991575,0.003943613063571872,45.0,0.0,0.12794633479966133,0.0,1
45,AS14.02,2014-03-16,0.4074074074074072,0.7272727272727273,0.5555555555555556,0.18853286309758643,0.37516488837138984,0.125,0.14285714285714285,0.13992919268638315,0.6975980696378753,0.5576338417687704,1.0,0.0,0.07883049063391001,0.0,1
46,AS14.02,2014-03-17,0.5,0.9090909090909092,0.7777777777777778,0.1098994466406958,0.7774584123021046,0.125,0.0,0.07058608382501888,1.0,0.14169375543995855,2.0,0.0,0.7633041398832939,0.0,0
47,AS14.02,2014-03-18,0.822222222222222,0.9454545454545454,0.9111111111111112,0.49206925405417,0.34530888840752844,0.5833333333333334,0.14285714285714285,0.1495451956445349,0.8705135060719994,0.12122926325368621,3.0,0.0,0.08797657127090047,0.0,0
48,AS14.02,2014-03-19,0.5111111111111111,0.8727272727272728,0.7333333333333334,0.7076252084000156,0.626171054170196,0.16666666666666666,0.14285714285714285,0.08925890029328884,0.5747946710531554,0.144203822352303,4.0,0.0,0.07123046085162725,0.4489945685087503,0
49,AS14.02,2014-03-20,0.6111111111111109,0.5454545454545454,0.8888888888888888,0.535877913456248,0.3336668726763488,0.37499999999999994,0.14285714285714285,0.10208707025840197,0.47682950150018255,0.11868093729205183,5.0,0.0,0.0816904657277461,0.0,0
50,AS14.02,2014-03-21,0.6666666666666665,0.4545454545454546,0.8888888888888888,0.649326362977107,0.8536818312098445,0.37499999999999994,0.14285714285714285,0.12805851766278462,0.6326632605271753,0.051846477366356364,6.0,0.0,0.24749222959804126,0.35014237774394796,0
51,AS14.02,2014-03-22,0.4444444444444444,0.36363636363636365,0.33333333333333337,0.9999999999999999,0.5807778527363696,0.9999999999999999,0.14285714285714285,0.110831130413613,0.4099620284206957,0.05903371305439754,7.0,0.0,0.3128827351814893,0.61797324074228,1
52,AS14.02,2014-03-23,0.38888888888888884,0.36363636363636365,0.5555555555555556,0.5038690995877109,0.3465375454474536,0.29166666666666663,0.14285714285714285,0.05136033642086601,0.4072270388808075,0.08453200301153374,8.0,0.0,0.1635374344315306,1.0,1
53,AS14.02,2014-03-24,0.4222222222222223,0.8,0.4666666666666667,0.3500210116413731,0.21171293739532165,0.16666666666666666,0.0,0.06163750238282806,0.6666896113335733,0.11178201086830278,9.0,0.0,0.22331281178327247,0.0,0
54,AS14.02,2014-03-25,0.7222222222222221,0.2727272727272727,0.8888888888888888,0.5167961382733564,0.3548679415128183,0.24999999999999997,0.0,0.16116708045575753,0.6172375830987957,0.068832128856478,10.0,0.0,0.17753627525836851,0.0,0
55,AS14.02,2014-03-26,0.5999999999999999,0.29090909090909095,0.7333333333333334,0.6590239276628617,0.46446773574554545,0.16666666666666666,0.0,0.09971957272161454,0.5608198195885186,0.05732025420405465,11.0,0.0,0.6800778427115889,0.0,0
56,AS14.02,2014-03-27,0.6111111111111109,0.7272727272727273,0.7777777777777778,0.5130641138474027,0.43977758965526664,0.08333333333333334,0.0,0.1301726890013252,0.6633390997486565,1.0,12.0,0.0,0.16705729147657342,0.05316939903688205,0
57,AS14.02,2014-03-28,0.5111111111111111,0.5090909090909091,0.8222222222222222,0.5864858887155163,0.3037651880386765,0.29166666666666663,0.2857142857142857,0.0604672754457324,0.2755854431360327,0.17171344518639675,13.0,0.0,1.0,0.0,0
58,AS14.02,2014-03-29,0.6111111111111109,0.4545454545454546,0.6666666666666667,0.9695672595012166,0.33695040797785936,0.125,0.0,1.0,0.4739783130844801,0.07220165798322886,14.0,0.0,0.46341290361197757,0.39712505412887533,1
59,AS14.02,2014-03-30,0.5555555555555554,0.36363636363636365,0.8888888888888888,0.5196994773617176,0.30127519840536393,0.37499999999999994,0.14285714285714285,0.04437153054498437,0.24586708265126433,0.1547141297501001,15.0,0.0,0.4676095776317536,0.0,1
60,AS14.02,2014-03-31,0.5999999999999999,0.43636363636363634,0.7333333333333334,0.3505775965008952,0.3653331063113899,0.5416666666666666,0.2857142857142857,0.06811437344829091,0.5491939560648728,0.11169046242893041,16.0,0.0,0.6988897340179362,0.0,0
61,AS14.02,2014-04-01,0.6444444444444444,0.6545454545454545,0.9111111111111112,0.5872979260150164,0.2523535866872997,0.041666666666666664,0.14285714285714285,0.1601957478864603,0.29273484788792486,0.2547137198317148,17.0,0.0,0.0782798103861331,0.2732766038969624,0
62,AS14.02,2014-04-02,0.4222222222222223,0.5090909090909091,0.4666666666666667,0.7154468748689716,0.5267728024264712,0.041666666666666664,0.0,0.11278011148190087,0.6512499900400961,0.17591510863520407,18.0,0.0,0.3910691109550622,0.0,0
63,AS14.02,2014-04-03,0.2777777777777777,0.6363636363636364,0.5555555555555556,0.7230364411161522,0.5214522947327971,0.041666666666666664,0.0,0.07288002948964999,0.7957810290838037,0.07669846266941585,19.0,0.0,0.19598143571041685,0.2519765450775775,0
64,AS14.02,2014-04-04,0.4222222222222223,0.29090909090909095,0.6444444444444445,0.5095248813466591,0.27956769883807486,0.16666666666666666,0.0,0.06440462601657763,0.6218158188058914,0.20339057160386034,20.0,0.0,0.2776900043943465,0.0,0
65,AS14.02,2014-04-05,0.6444444444444444,0.7272727272727273,0.8222222222222222,0.721722405189257,0.9999999999999999,0.3333333333333333,0.14285714285714285,0.11237112632548393,0.5111995796477998,0.1378651177217283,21.0,0.0,0.3074860103566427,0.3072153098229956,1
66,AS14.02,2014-04-06,0.0,0.36363636363636365,0.0,0.3216568638361128,0.2793073666067636,0.20833333333333334,0.0,0.03309461033010494,0.2709806476858937,0.04100686886574217,22.0,0.0,0.29505541110499567,0.0,1
67,AS14.02,2014-04-07,0.5111111111111111,0.7272727272727273,0.8222222222222222,0.30607704676973635,0.4871872550798757,0.041666666666666664,0.0,0.08514723006290668,0.8324662315000322,0.14504005585821197,23.0,0.0,0.8018149673489824,0.0,0
68,AS14.02,2014-04-08,0.38888888888888884,0.6363636363636364,0.7777777777777778,0.5872766398321363,0.3121499156782894,0.37499999999999994,0.14285714285714285,0.06802704136589442,0.5015043881122129,0.18368989400876953,24.0,0.0,0.24226806682326685,0.0,0
69,AS14.02,2014-04-09,0.6111111111111109,0.5454545454545454,0.6666666666666667,0.5542278824753347,0.4405768750077664,0.4583333333333333,0.14285714285714285,0.08193609657171337,0.49922246352240573,0.08389253033054452,25.0,0.0,0.26907912889742763,0.0,0
70,AS14.02,2014-04-10,0.6111111111111109,0.8181818181818182,0.8888888888888888,0.5845853478943568,0.6002665608698604,0.0,0.14285714285714285,0.07484101082435515,0.6034012849603682,0.19295404951540815,26.0,0.0,0.3685210030789623,0.41732314008434207,0
71,AS14.02,2014-04-11,0.4444444444444444,0.5454545454545454,0.7777777777777778,0.9516588617640444,0.4446023034163874,0.24999999999999997,0.14285714285714285,0.08889338021667084,0.5187544985564776,0.18600456649081168,27.0,0.0,0.29793056932337264,0.49947315880679777,0
72,AS14.02,2014-04-12,0.33333333333333326,0.0,0.11111111111111116,0.8481270881741314,0.27998467398454685,0.20833333333333334,0.14285714285714285,0.10488278782839962,0.3357078481384718,0.015052203106361522,28.0,0.0,0.04589741755490376,0.29225317826548525,1
73,AS14.02,2014-04-13,0.5999999999999999,0.5090909090909091,0.7333333333333334,0.6497572476378833,0.16642816904607163,0.0,0.0,0.029335368976612687,0.1892866407148465,0.10809821097952732,29.0,0.0,0.14441224518994228,0.1263833044777939,1
74,AS14.02,2014-04-14,0.7777777777777777,1.0,1.0,0.41940746096068016,0.21220222708698055,0.29166666666666663,1.0,0.04650660186905585,0.4033710068532989,0.02894297078784947,30.0,0.0,0.044553419049857566,0.06688468629793325,0
75,AS14.02,2014-04-15,0.6111111111111109,0.5454545454545454,0.7777777777777778,0.19463214961243577,0.05366475141767679,0.5416666666666666,0.14285714285714285,0.005642192247713063,0.09869534115547272,0.0,31.0,0.0,0.013152089650510745,0.0,0
76,AS14.02,2014-04-16,0.4814814814814814,0.6060606060606061,0.7037037037037037,0.06600182218786027,0.008362765420352152,0.625,0.14285714285714285,0.007184829366546704,0.0,0.0,32.0,0.0,0.0,0.0,0
77,AS14.02,2014-04-17,0.4444444444444444,0.8181818181818182,0.5555555555555556,0.08782500533062056,0.003155435656108719,0.37499999999999994,1.0,0.00011523700813262076,0.008322274151438339,0.0,33.0,0.0,0.0,0.0,0
78,AS14.02,2014-04-18,0.4444444444444444,0.7272727272727273,0.5555555555555556,0.0,0.0,0.08333333333333334,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0
79,AS14.02,2014-04-19,0.2592592592592593,0.48484848484848486,0.40740740740740744,0.04670693465310271,0.014334485824644427,0.0,0.0,0.0005793430055097876,0.016011319762485064,0.0,35.0,0.0,0.0,0.0,1
80,AS14.02,2014-04-20,0.11111111111111116,0.48484848484848486,0.5555555555555556,0.0,0.0,0.3333333333333333,0.42857142857142855,0.0018750518808510535,0.0682580653402562,0.0,36.0,0.0,0.0,0.0,1
81,AS14.02,2014-04-21,0.2222222222222221,0.5454545454545454,0.33333333333333337,0.0,0.0,0.29166666666666663,0.0,0.0031707607561923196,0.12050481091802735,0.0,37.0,0.0,0.0,0.0,0
82,AS14.02,2014-04-22,0.2592592592592593,0.24242424242424243,0.40740740740740744,0.014012080395930812,0.0010009239538526988,0.5833333333333334,0.2857142857142857,0.004466469631533586,0.17275155649579851,0.0,38.0,0.0,0.03120920447726983,0.0,0
83,AS14.02,2014-04-23,0.2222222222222221,0.7272727272727273,0.7777777777777778,0.013344838472315075,0.032602610414886386,0.24999999999999997,0.14285714285714285,0.005762178506874852,0.22499830207356966,0.0,39.0,0.0,0.0,0.0,0
84,AS14.02,2014-04-24,0.5555555555555554,0.5454545454545454,0.33333333333333337,0.003221167907110536,0.06420429687592007,0.22222222222222218,0.19047619047619047,0.007057887382216118,0.2772450476513408,0.0,40.0,0.0,0.0,0.0,0
85,AS14.02,2014-04-25,1.0,0.36363636363636365,1.0,0.07962017589027406,0.09580598333695377,0.19444444444444445,0.23809523809523805,0.008353596257557385,0.32949179322911193,0.0,41.0,0.0,0.0,0.0,0
86,AS14.03,2014-03-21,1.0,0.9230769230769232,1.0,0.19632003551718846,0.02367232942687733,0.5,0.4,0.008127306882796899,0.20205698692179305,0.12294627694098367,1.0,0.006600729457479961,0.07334922085972323,0.0,0
87,AS14.03,2014-03-22,0.4545454545454546,0.8461538461538463,0.375,0.33356442961037547,0.12753600640848048,0.8,0.2,0.024167545466999247,0.03928077060329235,0.0178465440088304,2.0,0.0,0.32105541022992873,0.3196242780978016,1
88,AS14.03,2014-03-23,0.6363636363636358,0.4615384615384616,0.5,0.31978264234250325,0.38277380489976254,0.1,0.2,0.024703253568603596,0.17356802529049822,0.055390787385219346,3.0,0.13033385393635677,0.13969661881640016,0.5920503871096552,1
89,AS14.03,2014-03-24,0.4545454545454546,0.3076923076923077,0.625,0.28149584383026394,0.5101070898672689,0.30000000000000004,0.0,0.00425512005265549,0.2737363235192788,0.19661615369562588,4.0,0.1514777394571317,0.3204313706157172,0.009494723920936457,0
90,AS14.03,2014-03-25,0.4545454545454546,0.3846153846153847,0.5,0.4507615095168335,0.24933595506604814,0.6000000000000001,0.2,0.05289427947720039,0.14811195405915997,0.03906624790724377,5.0,0.38675241613900035,0.10716622868778763,0.05332093497888829,0
91,AS14.03,2014-03-26,0.6590909090909092,0.7307692307692308,0.375,0.2831590924451689,0.2700183042162362,0.1,0.0,0.005603226834276698,0.1467867276304246,0.015790912661458545,6.0,0.0708464716058906,0.19095462044986408,0.023736809802341146,0
92,AS14.03,2014-03-27,0.43181818181818166,0.6346153846153847,0.0625,0.33165979709158977,0.1946245528722695,0.30000000000000004,0.2,0.02959450145281708,0.10010659402024519,0.011096060691434166,7.0,0.008828787748373307,0.13238648814512424,0.032333084380291796,0
93,AS14.03,2014-03-28,0.5454545454545454,0.3461538461538462,0.6875,0.3376346481552917,0.19195096629124905,0.30000000000000004,0.0,0.013718887888777847,0.101291443374562,0.06895328186274849,8.0,0.03035967602153286,0.2740307178307411,0.013023818150895122,0
94,AS14.03,2014-03-29,0.8181818181818179,0.4615384615384616,0.75,0.5740377497293359,0.0869762493762343,0.0,0.2,0.0005296808746793439,0.0,0.02136450250575609,9.0,0.03243924089640088,0.2054153058290439,0.0,1
95,AS14.03,2014-03-30,0.7272727272727275,0.4615384615384616,0.375,0.5515361430124737,0.22573187159546407,0.1,0.0,0.00020068622532450747,0.13763830741242378,0.048403445004054815,10.0,0.017269915693848628,0.16459005201942836,0.059073968631916766,1
96,AS14.03,2014-03-31,0.27272727272727293,0.6923076923076924,0.125,0.252874258783533,0.844459053597263,0.30000000000000004,0.2,0.10399806393212406,0.5475936129973741,0.020060158501274277,11.0,0.050915501332826976,0.1361995445286591,0.009539091789725881,0
97,AS14.03,2014-04-01,0.3636363636363633,0.6923076923076924,0.0,0.3083754784403485,0.18721217016585204,0.2,0.0,0.027312685279764982,0.0718429813005396,0.04421978300563974,12.0,0.07958918573701028,0.13011730626764834,0.0,0
98,AS14.03,2014-04-02,0.27272727272727293,0.6153846153846155,0.125,0.23295675129547788,0.2040291231540942,0.2,0.0,0.04317425234037732,0.08582412655121813,0.020073111731324103,13.0,0.055282916095306486,0.15972602984262368,0.10009576065013716,0
99,AS14.03,2014-04-03,0.4545454545454546,0.5384615384615385,0.375,0.25288581676001365,0.09242690513254995,0.1,0.0,0.9999999999999999,0.0684217400381126,0.022984581492702473,14.0,0.04737531316670095,0.16903999417418442,0.05397536104353228,0
100,AS14.03,2014-04-04,0.4545454545454546,0.6153846153846155,0.625,0.2668614740112992,0.1899345792529125,0.0,0.6000000000000001,0.031063357085715244,0.0837072865471456,0.27898435573640734,15.0,0.03511737878896391,0.10884698984094206,0.0,0
101,AS14.03,2014-04-05,0.3636363636363633,1.0000000000000002,0.375,0.3768967875655006,0.25586867553321935,0.6000000000000001,0.0,0.012979939652135024,0.12308395577453693,0.01128804606538698,16.0,0.06996668096846619,0.18594470263273646,0.03641123098651956,1
102,AS14.03,2014-04-06,0.0,0.6153846153846155,0.25,0.2252396742373008,0.48681037858605847,0.0,0.0,0.0001084390064555686,0.07422694910739724,0.23954824684970502,17.0,0.0,0.3476382799129232,0.0,1
103,AS14.03,2014-04-07,0.27272727272727293,0.6153846153846155,0.375,0.4962541111194278,0.3814267164270354,0.2,0.0,0.02998652659391293,0.210117870464355,0.03302726701187025,18.0,0.139871599188674,0.20412935546242378,0.0,0
104,AS14.03,2014-04-08,0.27272727272727293,0.6923076923076924,0.5,0.33421776873656056,0.3220163191582148,0.2,0.2,0.04416169599219035,0.06818777824741537,0.016186911408696148,19.0,1.0,0.10351433318310002,0.0,0
105,AS14.03,2014-04-09,0.4545454545454546,0.7692307692307694,0.375,0.2870618151109441,0.03521661773821616,0.0,0.0,0.0007612183293487237,0.0785362167709982,0.02604825170716633,20.0,0.031541709895115025,0.07654766370529384,0.0,0
106,AS14.03,2014-04-10,0.27272727272727293,0.6923076923076924,0.375,0.3512760481841414,0.5918552524646948,0.0,0.4,0.004839607829796834,0.2090295624863095,0.5373203375426705,21.0,0.0034278325283369463,0.2271303161714515,0.0,0
107,AS14.03,2014-04-11,0.3636363636363633,0.6153846153846155,0.375,0.40009545090152143,0.3759368960660988,0.0,0.0,0.004761458192549062,0.19873511514519515,0.08567035047276977,22.0,0.01728634195668329,0.2554036233336595,0.008343007993611026,0
108,AS14.03,2014-04-12,0.39393939393939403,0.6666666666666667,0.375,0.4276804571674944,0.11153917256908749,0.6000000000000001,0.0,0.9943963645401689,0.009862389330930983,0.25016203102946255,23.0,0.0,0.9999999999999999,0.017248008991888074,1
109,AS14.03,2014-04-13,0.27272727272727293,0.6153846153846155,0.375,0.23073925631667758,0.6697906620037942,0.1,0.2,0.07061667623361248,0.2877118125508417,0.9999999999999999,24.0,0.42298021029558736,0.2628648214747037,0.0,1
110,AS14.03,2014-04-14,0.09090909090909083,0.5384615384615385,0.25,0.2901791872168506,0.2959655700864279,0.0,0.2,0.09189672029979226,0.4394225360224027,0.013224553957836314,25.0,0.0238266227669317,0.09403795672363267,0.031987384735974206,0
111,AS14.03,2014-04-15,0.3636363636363633,0.6153846153846155,0.25,0.39754573759571826,0.2677690528916502,0.6000000000000001,0.0,0.03665166908726229,0.2689755867298929,0.023189982712064038,26.0,0.003958729343153173,0.14875991625306623,0.0,0
112,AS14.03,2014-04-16,0.5454545454545454,0.8461538461538463,0.375,0.3782670511828262,0.413153343713604,0.2,0.0,0.01201864803579315,0.16729206453026135,0.04661936887237042,27.0,0.033706034286209885,0.2848142324742341,0.014164442111023199,0
113,AS14.03,2014-04-17,0.20454545454545459,0.6346153846153847,0.21875,0.48334740022091033,0.3783339960043963,0.4,0.4,0.09231974990481584,0.24364909433647927,0.05928924701485875,28.0,0.11339114939817457,0.09118102145466717,0.05792040404339178,0
